Nama Instansi,Nama Satuan Kerja,Tahun Anggaran,Cara Pengadaan,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Kode RUP,Sumber Dana,Produk Dalam Negeri,Total Nilai (Rp)
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota- UKBM - UPTD Puskesmas Sumberjaya,42352668,APBD,Tidak,3600000
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota _ PKM Leuwimunding - Deteksi dini dan cek kesehatan gratis pemantauan dan tindak lanjut penyakit tidak menular,42700195,APBD,Tidak,13920000
KAB. MAJALENGKA,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA - 2.08.2.14.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64221749,APBD,Ya,27625000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281557,APBD,Tidak,3680000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota_Pemantauan minum oralit dan zink pada balita diare,42285579,APBD,Tidak,16000000
KAB. MAJALENGKA,PUSKESMAS MARGAJAYA - 1.02.0.00.0.00.01.0025,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota -Pelayanan Kesehatan Penyakit Menular dan Tidak Menular -PKM MARGAJAYA,42372959,APBD,Tidak,6400000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat (Bahan Kontak TMMD),64219440,APBD,Ya,45000000
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota _ PKM Leuwimunding - Penemuan dan tindak lanjut kasus aktif penyakit menular,42700197,APBD,Tidak,1600000
KAB. MAJALENGKA,PUSKESMAS RAJAGALUH - 1.02.0.00.0.00.01.0020,2026,Swakelola,-,-,"Belanja Barang dan Jasa BOK Puskesmas_Inspeksi Kesling di Sarana Tempat dPengolahan Pangan dan IKL SPPG_Inspeksi Kesling di Sarana Tempat dan Fasilitas Umum, Sarana Tempat Pengelolaan Pangan (PP), Sarana Air Minum (SAM), Fasyankes serta Rencana Tindak Lanjutnya_Pengelolaan Pelayanan Kesehatan Lingkungan (UPTD Puskesmas Rajagaluh)",42368519,APBD,Tidak,12800000
KAB. MAJALENGKA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,64722682,APBD,Ya,5000000
KAB. MAJALENGKA,KECAMATAN SINDANGWANGI - 7.01.0.00.0.00.23.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan,65798248,APBD,Ya,11410000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (fotocopy),65858842,APBD,Ya,22743000
KAB. MAJALENGKA,KECAMATAN BANJARAN - 7.01.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65616942,APBD,Ya,90000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Hibah Dana BOSP-BOP PAUD (Reguler),42616227,APBD,Tidak,16182080000
KAB. MAJALENGKA,KECAMATAN JATITUJUH - 7.01.0.00.0.00.08.0000,2026,Penyedia,Pengadaan Langsung,Barang,"Beban Pembayaran Pajak, Bea, dan Perizinan",65621050,APBD,Ya,1600000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64080864,APBD,Ya,26670000
KAB. MAJALENGKA,KECAMATAN LEUWIMUNDING - 7.01.0.00.0.00.14.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65433266,APBD,Ya,1050000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Penanganan Prasarana dan Sarana Umum (Upah Normalisasi Sal Suplesi Cikadu (Lanjutan)),42518887,APBD,Tidak,15000000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Supervisi PKG Zona III),42658575,APBD,Tidak,420000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota Pembinaan Program PTM ke Puskesmas (P2PTM Keswa),42546766,APBD,Tidak,16320000
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,64015505,APBD,Ya,7500000
KAB. MAJALENGKA,KECAMATAN KADIPATEN - 7.01.0.00.0.00.10.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Pakaian Olahraga,65431946,APBD,Ya,6250000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Iuran Jaminan Kesehatan bagi Kepala Desa dan Perangkat Desa,42264278,APBD,Tidak,4076000000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,64546131,APBD,Ya,91925000
KAB. MAJALENGKA,KECAMATAN SINDANGWANGI - 7.01.0.00.0.00.23.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,65799176,APBD,Ya,350000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281716,APBD,Tidak,5040000
KAB. MAJALENGKA,KECAMATAN PALASAH - 7.01.0.00.0.00.19.0000,2026,Swakelola,-,-,"Beban Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42824621,APBD,Tidak,900000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42292612,APBD,Tidak,7680000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat,64904022,APBD,Ya,1425000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281554,APBD,Tidak,320000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,64024604,APBD,Ya,38030810
KAB. MAJALENGKA,KECAMATAN RAJAGALUH - 7.01.0.00.0.00.21.0000,2026,Penyedia,Pengadaan Langsung,Barang,Koordinasi dan Penyusunan Perubahan DPA- SKPD,65449149,APBD,Ya,580000
KAB. MAJALENGKA,KECAMATAN RAJAGALUH - 7.01.0.00.0.00.21.0000,2026,Penyedia,Pengadaan Langsung,Barang,Peningkatan Efektifitas Kegiatan Pemberdayaan Masyarakat di Wilayah Kecamatan,65456074,APBD,Ya,1250000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jaringan Perpipaan Desa Heuleut Kec. Kadipaten,64947344,APBD,Ya,200000000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Uang Harian Koordinasi Implementasi Jejaring),42744333,APBD,Tidak,10880000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64089273,APBD,Ya,4170000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Pembuatan Gardu Pos Ronda Lingk. Giri Asih RT.002 RW.006 Kelurahan Majalengka Wetan,64064470,APBD,Ya,40000000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Perjalanan Dinas Paket Meeting Dalam Kota  ,66802837,APBD,Ya,46065000
KAB. MAJALENGKA,KECAMATAN PALASAH - 7.01.0.00.0.00.19.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Peningkatan Efektifitas Pelaksanaan Pelayanan kepada Masyarakat di Wilayah Kecamatan,65652523,APBD,Ya,692500
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Transport Zona IV Pertemuan Evaluasi PKM dan RS),42744355,APBD,Tidak,240000
KAB. MAJALENGKA,KECAMATAN BANTARUJEG - 7.01.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64699558,APBD,Ya,900000
KAB. MAJALENGKA,PUSKESMAS MARGAJAYA - 1.02.0.00.0.00.01.0025,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota -Pelayanan Kesehatan Penyakit Menular dan Tidak Menular,42372954,APBD,Tidak,2400000
KAB. MAJALENGKA,PUSKESMAS KADIPATEN - 1.02.0.00.0.00.01.0012,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42673927,APBD,Tidak,3360000
KAB. MAJALENGKA,KECAMATAN CIKIJING - 7.01.0.00.0.00.05.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,64609559,APBD,Ya,5145000
KAB. MAJALENGKA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.2.19.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64039399,APBD,Ya,4800000
KAB. MAJALENGKA,DINAS PERDAGANGAN DAN PERINDUSTRIAN - 3.30.3.31.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (Dokumen DPA),66070582,APBD,Ya,2850000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Pemeliharaan Bangunan Gedung-Bangunan Gedung Tempat Kerja-Taman ,66156492,BLUD,Ya,100277948
KAB. MAJALENGKA,KECAMATAN CIGASONG - 7.01.0.00.0.00.04.0000,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan Rumah Tangga,65955406,APBD,Ya,4683218
KAB. MAJALENGKA,KECAMATAN PANYINGKIRAN - 7.01.0.00.0.00.20.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya,65822618,APBD,Ya,3000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Leuwilenggik - Dukuh Asem),65567646,APBD,Ya,200000000
KAB. MAJALENGKA,KECAMATAN LIGUNG - 7.01.0.00.0.00.15.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64498845,APBD,Ya,2375000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Jalan Perumahan Munjul Indah Kelurahan Majalengka Kulon Kecamatan Majalengka,66248024,APBD,Ya,200000000
KAB. MAJALENGKA,DINAS ARSIP DAN PERPUSTAKAAN DAERAH - 2.24.2.23.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Arsip dan Perpustakaan,42647025,APBD,Tidak,184548000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Jagreug - Sukawana),65535842,APBD,Ya,200000000
KAB. MAJALENGKA,KECAMATAN ARGAPURA - 7.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65843641,APBD,Ya,200000
KAB. MAJALENGKA,KECAMATAN SUMBERJAYA - 7.01.0.00.0.00.25.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Makanan dan Minuman Rapat,64663759,APBD,Ya,875000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Rawa - Maniis),66010498,APBD,Ya,200000000
KAB. MAJALENGKA,KECAMATAN RAJAGALUH - 7.01.0.00.0.00.21.0000,2026,Penyedia,Pengadaan Langsung,Barang,Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD,65449309,APBD,Ya,405000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia  ",42599939,APBD,Tidak,900000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Belanja Jasa Konsultansi Konstruksi BLUD (Belanja Jasa Konsultansi Pengawas Pemeliharaan Bangunan),66637709,BLUD,Ya,85000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD (Belanja Modal Alat Kedokteran Umum),64980411,BLUD,Ya,700000000
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,43110535,APBD,Tidak,120000
KAB. MAJALENGKA,KECAMATAN LIGUNG - 7.01.0.00.0.00.15.0000,2026,Penyedia,Dikecualikan,Barang,Belanja Tagihan Listrik,64494151,APBD,Ya,34800000
KAB. MAJALENGKA,KECAMATAN MALAUSMA - 7.01.0.00.0.00.18.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64705071,APBD,Ya,175000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,64437731,APBD,Ya,30000000
KAB. MAJALENGKA,PUSKESMAS RAJAGALUH - 1.02.0.00.0.00.01.0020,2026,Swakelola,-,-,Belanja Barang dan Jasa BOK Puskesmas_Pemantauan Minum Obat Oralit dan Zink pada Balita Diare_Pemantauan dan Tindak Lanjut Kasus Penyakit Menular_Pelayanan Kesehatan Penyakit Menular dan Tidak Menular (UPTD Puskesmas Rajagaluh),42368134,APBD,Tidak,640000
KAB. MAJALENGKA,KECAMATAN SINDANGWANGI - 7.01.0.00.0.00.23.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65798279,APBD,Ya,700000
KAB. MAJALENGKA,KECAMATAN BANJARAN - 7.01.0.00.0.00.02.0000,2026,Swakelola,-,-,Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan penata layanan operasional,42821199,APBD,Tidak,105456000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Operasional UPTD SDA Majalengka Minyak Pelumas Oli dan Oli Samping),64820849,APBD,Ya,981450
KAB. MAJALENGKA,KECAMATAN JATIWANGI - 7.01.0.00.0.00.09.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64431751,APBD,Ya,1350000
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Penyedia,Pengadaan Langsung,Barang,Beban Makanan dan Minuman Rapat _ PKM Leuwimunding - Fasilitasi pelaksanaan First Aider Pertolongan Pertama pada Luka Psikologis (P3LP) di sekolah,65315455,APBD,Ya,21000000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota_Pendampingan Rujukan Balita Stunting/Gizi Buruk,42285477,APBD,Tidak,160000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Pasiripis - Babajurang (Opsen PKB)),65894484,APBD,Ya,400000000
KAB. MAJALENGKA,KECAMATAN LIGUNG - 7.01.0.00.0.00.15.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,64722427,APBD,Ya,11093938
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Beban Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Alat Angkutan Darat Bermotor Lainnya,64087985,APBD,Ya,40000000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Hotmix Jalan Gang Lingkungan Mekarjaya RW.002 Kelurahan Tonjong,64064517,APBD,Ya,45000000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Pakaian Dinas Lapangan (PDL) Kegiatan PKK; ,64221446,APBD,Ya,15500000
KAB. MAJALENGKA,KECAMATAN MALAUSMA - 7.01.0.00.0.00.18.0000,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Penumpang,64702116,APBD,Ya,2500000
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,43110533,APBD,Tidak,25600000
KAB. MAJALENGKA,DINAS KOMUNIKASI DAN INFORMATIKA - 2.16.2.20.2.21.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,66226982,APBD,Ya,2800000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42409524,APBD,Tidak,5760000
KAB. MAJALENGKA,KECAMATAN KADIPATEN - 7.01.0.00.0.00.10.0000,2026,Swakelola,-,-,"Belanja Pembayaran Pajak, Bea, dan Perizinan",42753313,APBD,Tidak,300000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Lengkongwetan Desa Lengkongwetan Kec. Sindangwangi (DAU),65227595,APBD,Ya,200000000
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Barang,Pembinaan Tata Kelola Penyelenggaraan UPKD/K ,64411815,APBD,Ya,21090000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Alat Tulis Kantor (Percepatan Penerbitan SLHS),65209003,APBD,Ya,2500000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Belanja Jasa Konsultansi Berorientasi Bidang-Telematika,64022685,APBD,Ya,30000000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Pembinaan dan pemetaan SPA_zona IV),42722701,APBD,Tidak,480000
KAB. MAJALENGKA,KECAMATAN KERTAJATI - 7.01.0.00.0.00.12.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64243647,APBD,Ya,3000000
KAB. MAJALENGKA,PUSKESMAS BANJARAN - 1.02.0.00.0.00.01.0018,2026,Penyedia,Pengadaan Langsung,Barang,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat,64286252,APBD,Ya,92400
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,E-Purchasing,Barang,Kertas dan Cover,64056870,APBD,Ya,350000
KAB. MAJALENGKA,PUSKESMAS CIGASONG - 1.02.0.00.0.00.01.0032,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42560852,APBD,Tidak,480000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Jasa Pengolahan Sampah,64122395,APBD,Ya,600000
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42437924,APBD,Tidak,10240000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Alat Kantor,65710630,APBD,Ya,29500000
KAB. MAJALENGKA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64891125,APBD,Ya,474000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Pemeliharaan Bangunan Gedung-Bangunan Gedung Tempat Kerja-Bangunan Gedung Kantor (UMPEG),66056637,APBD,Ya,20000000
KAB. MAJALENGKA,KECAMATAN SINDANG - 7.01.0.00.0.00.22.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Listrik,65636983,APBD,Ya,8024376
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42337038,APBD,Tidak,4800000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Sewa Alat Rumah Tangga Lainnya ( Seleksi POPWILDA ),64075701,APBD,Ya,3000000
KAB. MAJALENGKA,KECAMATAN SUMBERJAYA - 7.01.0.00.0.00.25.0000,2026,Swakelola,-,-,Alat Listrik,42434303,APBD,Tidak,650000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Belanja Pembayaran Pajak, Bea, dan Perizinan (Jasa KIR Kendaraan Pick Up, Jasa KIR Self Loader, Pajak STNK Pick Up, Pajak STNK Self Loader)",64734510,APBD,Ya,6800000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Jatitengah - Babajurang (DBH Sawit)),65536956,APBD,Ya,340000000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Swakelola,-,-,Beban Jasa Tenaga Penanganan Prasarana dan Sarana Umum-Upah Tukang,43301952,APBD,Tidak,13500000
KAB. MAJALENGKA,DINAS ARSIP DAN PERPUSTAKAAN DAERAH - 2.24.2.23.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Perjalanan Dinas Biasa,65179196,APBD,Ya,67756610
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Leuweung cina Desa Karangsambung Kec. Kadipaten (DAU),65227647,APBD,Ya,200000000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Perjalanan Dinas Biasa,42190950,APBD,Tidak,108400000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota_Penemuan Kasus dan Deteksi Dini Kasus Pneumonia dan ISPA,42285573,APBD,Tidak,2800000
KAB. MAJALENGKA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.2.19.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64039761,APBD,Ya,4750000
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64058842,APBD,Ya,840000
KAB. MAJALENGKA,PUSKESMAS KERTAJATI - 1.02.0.00.0.00.01.0009,2026,Swakelola,-,-,"Pelacakan, pelaporan dan pelaksanaan otopsi verbal kematian ibu dan bayi/balita ; Belanja perjalanan dinas dalam kota",42267828,APBD,Tidak,400000
